Workspace Name,Epic Name,Objective ,Final Requirement Description
Traveler,Security Enhancement - Authentication and Encryption,"SAML Support for HCL Verse Mobile Clients 
 ","There is no possibility to use SAML on mobile devices for IBM Traveler.

It would be great, if mobile users could use their AD credentials to authentificate them, instead of the ibm notes/internet password.

IBM Traveler authentication does not work correctly when the Domino server is configured to use Security Assertion Markup Language (SAML).

The means by which the SAML identity provider passes the authentication assertion to Domino is currently unsupported in the IBM Traveler environment.

https://www.ibm.com/support/knowledgecenter/de/SSYRPW_9.0.1/lotusnotestravelerserverlimitationsandrestrictions.html 
"
Traveler,Capacity/Performance Enhancement,"Allow Traveler on single server to serve Verse Mobile and HTMO 
 ","As of today (Traveler 11.0.1+) we are still required to have two separate server in case we need to support both mobile devices (activesync and verse apps) and Outlook desktop clients.

This is, for smaller customers, a limiting factor (but could also make sense for larger customers with branches etc)

The enhancement request and idea is to allow traveler to work in ""both"" modes on a single server.

My ideal deployment scenario is:

* Install domino + traveler
* Enable the traveler service for mobile, outlook or both
* Serve devices and desktop clients from a single server.

I expect that other previous requirement will remain:

1. Active sync can work with remote replicas
2. Outlook support requires a local replica. 
"
Traveler,Notification Improvement,"Increase push changes time interval 
 ","Always push read/unread changes (affect the notification on client slde) 
"
Traveler,Remove Legacy Features/ Support,"Revisit wash in v12 
 ","There is still some places in Traveler are with IBM logo/ or not yet washed 
"
Traveler,"S/MIME support for Verse(web, iOS, Android)"," S/MIME for Verse Mobile Clients 
 ","Today, it is not possible to send/receive s/MIME emails in Verse Mobile Clients

Requested Feature:

* Traveler needs to support S/Mime on Verse clients including outlook 
"
Traveler,Calendar Improvement (Stretch goal),"(Stretch goal) Calendar Improvement 
 ","* Add/ Remove attachment when you create a meeting invite (Under Discussion)
* Alternate name support (Under Discussion) 
"
Traveler,Rooms and Resources Improvement,"Rooms and Resources Improvement - Applied to Apple Mail only 
 ","If a user changes the meeting time and date on the mobile devices (iOS Apple Mail), the corresponding room and resources will be rescheduled or cancelled depends on availability 
"
Traveler,Security Enhancement - Authentication and Encryption,"Encryption for Derby Database 
 ","In the security review, Eric Portner indicated the Derby database is unencrypted. Customers with high secure needs may want to encrypt the database 
"
Traveler,Mail Experience Improvement,"Support SF/SR with Traveler 
 ","To support mobile clients (Verse Android/iOS) for Smart forward/smart reply email:
Client user story: VRSOP-287 (https://hcl-software.aha.io/features/VRSOP-287?reference-class=Feature) 
"
Traveler,Security Enhancement - Authentication and Encryption,"Support TOTP with Traveler 
 ","Provide server support for TOTP implementation on mobile clients:
VRSOP-320 (https://hcl-software.aha.io/features/VRSOP-320?reference-class=Feature) 
"
Traveler,Calendar Improvement (Stretch goal),"MS teams meeting links in Verse on Device 
 ","Online meeting invitations from MS Teams sent externally are showing correctly in Notes client but there is no link to join the meeting in Verse. Verse on Mobile just displays the plain text.

As per the Traveler Documentation it's a limitation.

Rich Text is not supported for calendar entries: Rich Text is not supported for calendar entries. Traveler converts the rich text description to plain text before sending the calendar entry to the devices, so the device display of the description text on the device may look different than it looks in the Notes client.
https://help.hcltechsw.com/traveler/12.0.0/GeneralLimitations.html

Please allow these links on verse on mobile as well. 
"
Traveler,Admin Capability Enhancement,"Have other ways to deploy new APNS certificates.  
 ","Currently, customers need to install latest fix for Traveler to be able to update their APNS certificates which are used to push notifications to Traveler apps on iOS devices. A customer would like to prevent having to shut down the Domino server when installing Traveler fix packs to update the APNS certificates. However, Customer is aware that doing so includes Traveler fixes that are also beneficial for their environment. Customer was wondering if the certificates can be provided separately since it seems to be possible to just overwrite the existing certificates. 
"
Traveler,Admin Capability Enhancement,"Customize the mail message shown in header when open an encrypted email 
 ","As an administrator, I would like to customise the message that are shown at the top of an encrypted message.

Current message:

""This document is encrypted and requires either the use of Notes, iNotes, or the Verse web client to view the content, or view this message on your device using Traveler Companion. If Traveler Companion is not yet installed, download and install it from the app store.""

Expected Message: (One of the examples)

""This document is encrypted and requires either the use of HCL Notes (desktop app), HCL Verse (web), or the HCL Verse mobile app (available via the IBM app store.)""

Currently, Traveler provides a few choices for messages shown 
"
Traveler,Calendar Improvement (Stretch goal),"Preserve online meeting formatting in the Location field 
 ","Background:

Currently, Sametime iOS mobile extract the meeting information from Verse iOS and iOS calendar, however, the formatting is lost during the sync up process.

Acceptance criteria:

(1) Changes needed to be made on the server and client side to make sure the format of online meeting location field is preserved 
"
Traveler,Admin Capability Enhancement,"Result of ""tell traveler cleanup show"" is a bit confusing. 
 ","When running ""tell traveler cleanup show"", you will get the following output:

Traveler: Cleanup Users: Determining if the Traveler database contains any devices which last synced over 1 days ago...

Traveler: Cleanup Users: No cleanup required.

Traveler: Cleanup Bind: No cleanup required.

Traveler: Cleanup Outbox: Determining if any stale outbox records exist in the Traveler database...

Traveler: Cleanup Outbox: No cleanup required.

Traveler: Cleanup Admin: Determining if any orphan device records exist in the Traveler database...

Traveler: Cleanup Admin: Searching administration data to remove devices deleted 1 day(s) ago...

Traveler: Cleanup Admin: Admin data for Device <DeviceID> and user <UserID> would be removed

Traveler: Cleanup Admin: 1 orphan device admin record(s) would be removed.

Traveler: Cleanup Admin: No user cleanup required.

Traveler: Cleanup GudRecordEx: Determining if any orphaned ts_gud_record_ex records exist in the Traveler database...

Traveler: Cleanup GudRecordEx: No cleanup required.

Traveler: Cleanup command completed successfully.



The following line is making it confusing:

Traveler: Cleanup Admin: 1 orphan device admin record(s) would be removed.

Traveler: Cleanup Admin: No user cleanup required.


It says 1 record would be removed by ""no user cleanup required"". Administrator that since 1 record would be removed, also 1 user cleanup is required.


Maybe changing the wording of the result would eliminates administrators confusion about the output. 
"
Traveler for Microsoft Outlook-HTMO,Chair Calendar Attachment Support,"Calendar Attachment Support - Add as chair 
 ","As a user, I'd like to have the attachment support in calendar so that I can

* Add attachment to calendar for my invitees 
"
Traveler for Microsoft Outlook-HTMO,Chair Calendar Attachment Support,"Calendar Attachment - View Attachment as invitee 
 ","* View attachment in calendar when I am in an invitee 
"
Traveler for Microsoft Outlook-HTMO,Chair Calendar Rich Text Support,"Improved rich text formatting and retention in Calendar entries, including notices and meetings. 
 ","As the chair of a calendar event, I'd like to have rich text support for the calendar description so that I can

* add HTML link in the calendar description
* add a rich text signature into the calendar description
* add an inline embedded image in the calendar description 
"
Verse,"Multiple Accounts: As a mobile user,  I need to be able to log into multiple accounts from the Verse mobile app.","Allow access to multiple mailboxes 
 ","As a user of Verse iOS App
I want to be able to configure more than one account.
so that I can switch between the accounts and check emails.

Acceptance Criteria

Scenario 1: Switch between accounts on the same/different server with full credentials

As a user, I have the credentials of different accounts, and I want to switch between these accounts on my mobile devices.

(1)Able to add more than one account in my setting page/menu after configuration. The configuration process of second account should be the same as the first-time set up.
(2)Able to access mail, calendar, contacts, to-dos and actions of that particular account
(3)Able to configure notification settings (receive noti for all mail accounts or just one of them)

Scenario 2: As a delegate, I want to add my master's account/shared mail-box on my mobile device

(1) Able to access the master's account on mobile device without entering account's credentials. If there is more than 1 person delegated their mail files to me, I should be able to select which one to add to my mobile device.
(2) Able to read and write mail, calendar. contacts, to-dos or actions based on the delegation access given by master.

The limit of multiple accounts is 5 (including delegated accounts or accounts with credentials) 
"
Verse,"Multiple Accounts: As a mobile user,  I need to be able to log into multiple accounts from the Verse mobile app.","Allow access to multiple mailboxes 
 ","As a user of Verse Android App
I want to be able to configure more than one account.
so that I can switch between the accounts and check emails.

Acceptance Criteria

Switch between accounts on the same/different server with full credentials

As a user, I have the credentials of different accounts, and I want to switch between these accounts on my mobile devices.

(1)Able to add more than one account in my setting page/menu after configuration. The configuration process of second account should be the same as the first-time set up.
(2)Able to access mail, calendar, contacts, to-dos and actions of that particular account 
"
Verse,SAML Authentication - Verse iOS,"SAML Authentication  
 ","* Support SAML Authentication in Verse iOS 
"
Verse,"As an administrator, I want HCL Verse clients to use TOTP for authentication","TOTP for Verse Android 
 ","* Support two-factor authentication in Verse Android
* Users should be able to use configure 3rd party authenticator(e.g. Authy) to login 
"
Verse,Hyperlink Display,"Hyperlink Display 
 ","* User should be able to preview any URLs in email by long-pressing the link. This is an security enhancement which ensures users won't open an unknown link 
"
Verse,"As an administrator, I want HCL Verse clients to use TOTP for authentication","TOTP 
 ","h2. *Acceptance Criteria:*

*As an administrator* I would like my Verse mobile app users to be able to use TOTP credentials for authentication with the HCL Traveler server.
*As an administrator* I would like ensure that a user is not prompted for the application password via Traveler policy when using TOTP since no application password is available in this configuration.

*As a user* I should be able to complete my initial configuration of the Verse App with TOTP credentials.

*As a user* I should be able to upgrade from basic auth to TOTP for my authentication credentials.

*As a user* I expect to only be prompted when required by my TOTP administrator restrictions and no more frequently.
*As a user* I would like to be notified immediately when my authentication has timed out AND a synchronization is required so that I can take action to re-enable data sync as quickly as possible.

*As a user* I should be able to follow instructional information provided - whether inside the browser or externally - to complete my TOTP setup via the mobile device.

*As a user* If I select the Setup MFA link on the TOTP login window I should be directed to complete the MFA setup on my desktop. 
"
Verse,"As an end user, I want to be notified if I have exceeded my mail quota","Mail Quota Notification 
 ","Another requirement that came from TCS. They would like our clients to notify the user when an action fails due to ""quota exceeded"". Currently this information is in the logs but not otherwise surfaced to the end user. A pop-up might be useful. Will have to consider the whole error flow here and what actions a user can then take from the client. 
"
Verse,TOTP Support for Verse iOS,"TOTP Authentication 
 ","* Support two-factor authentication in Verse Android
* Users should be able to use configure 3rd party authenticator(e.g. Authy) to login 
"
Verse,SAML Authentication - Verse Android,"SAML Authentication - Verse Android 
 ","* Support SAML for Verse Android 
"
Verse,Personal Groups - Verse Android,"Personal Groups  
 ","* Support Search/Create/Edit and Delete Personal Groups on mobile device 
"
Verse,Smart Forward/Smart Reply - Verse iOS,"Smart Forward/Smart Reply 
 ","* Currently, users need to download the attachment from an email. When he/she replies it, the attachment will be send again from the device to the server.
* Users should be able to reply/forward the attachment with email even without downloading them in their device 
"
Verse,Enhancing Out-of-Office in Verse,"Out-of-Office - Different message to specific people, groups or domains 
 ","Problem:

As a user I need a way to send a different OoO message to defined sets of people. This is available in Notes and iNotes so I would like to be able to have the same control in verse.


Proposed Solution:

Replicate the options available in Notes and iNotes.

Acceptance Criteria:

As a user I have the same control over my Out of Office as I would have in Notes or iNotes 
"
Verse,iNotes features needed,"Modify a received mail 
 ","Possibility to edit, modify a received mail in Verse

This option is available in iNotes but not in Verse 
"
Volt MX,Resolve libraries with Foundry Low vulnerabilities from WhiteSource rescan,"Resolve libraries with Low vulnerabilities in the s3-foundry/features/auth repo 
 ","Note: This story can be broken down into tasks as needed to complete the work. Feel free to update squad, sprint, and story points as needed in order to track the story.

The following is a list of libraries in the repo that are marked by WhiteSource as having a medium vulnerability. Each library in this list needs to be investigated and resolved:

Unique Libraries to address- This tab contains unique libraries list, and Reference tab contains all the libraries with duplicates for mentioned repo.

https://teams.microsoft.com/l/file/53696A3A-CD94-450E-812D-BA664F735C05?tenantId=189de737-c93a-4f5a-8b68-6f4ca9941912&fileType=xlsx&objectUrl=https%3A%2F%2Fhclo365.sharepoint.com%2Fsites%2FHCLLabsProjectPhoenix%2FShared%20Documents%2FCode%20Hygiene%2FQ3-Code-Hygiene%2FInitial%20Scan%20Result%2FWhiteSource%2FExcel%20files%2FLow%2Fs3-foundry_features_auth_Low_vulnerabilities.xlsx&baseUrl=https%3A%2F%2Fhclo365.sharepoint.com%2Fsites%2FHCLLabsProjectPhoenix&serviceName=teams&threadId=19:65e2d1c5ef3443a6b4bf15d065de8ea0@thread.tacv2&groupId=8aaa5f03-5dda-4a3c-8390-8879883d06e9

Note: libraries with a location that starts with .m2 are either external resources or libraries located in our maven artifactory. Additional research may be required to determine where these libraries are being pulled in. The ""mvn dependency:tree"" command may be helpful. This will list out the dependencies pulled in for a particular pom. For these libraries, please see the ""Notes"" column of the spreadsheet, which documents additional repos where these libraries are found. Please work with owners of the stories for those repos to ensure that no builds are broken by updating.

A library can be considered resolved when one of these 4 criteria are met (select the applicable resolution in the ""Resolution"" column of the spreadsheet):

1. Library is not included in a shippable product
2. Library has been updated to a version that no longer contains a vulnerability (record the new version in the ""Resolution Details"" column of the spreadsheet)
3. The vulnerability is confirmed to be Not Applicable (record the reason in the ""Resolution Details"" column of the spreadsheet)
4. We have an approved and documented mitigation plan in place (record the details of the plan in the ""Resolution Details"" column of the spreadsheet) 
"
Volt MX,Epic for Video Creation and Edit Q2,"Multimedia Video Creation: Doc Rebranding-Videos-Configuration of an Offline Object 
 ","Area of Work: FOUNDRY + IRIS

Animation Help Needed: Yes

Technical Help Needed: No

Existing Video Link:  https://www.youtube.com/embed/-_B2foVt7e4

Details:

Configuration of an Offline Object 
"
Volt MX,Code Hygiene - Resolve Versions of Libraries with High Vulnerabilities,"Resolve libraries with high vulnerabilities in the eas repo 
 ","Note: This story can be broken down into tasks as needed to complete the work. Feel free to update squad, sprint, and story points as needed in order to track the story.

Attached is a list of libraries in the repo that are marked by WhiteSource as having a high vulnerability. Each library in this list needs to be investigated and resolved.

Note: libraries with a location that starts with .m2 are either external resources or libraries located in our maven artifactory. Additional research may be required to determine where these libraries are being pulled in. The ""mvn dependency:tree"" command may be helpful. This will list out the dependencies pulled in for a particular pom. For these libraries, please see the ""Notes"" column of the spreadsheet, which documents additional repos where these libraries are found. Please work with owners of the stories for those repos to ensure that no builds are broken by updating.

In addition, the Code Hygiene team is currently working on determining which libraries are shipped. When this process has been completed, a comment will be made in this story indicating that it is ready to be worked on, and it will be moved from the Blocked state to the ToDo state. No additional steps will be needed for issues that are not shipped.

A library can be considered resolved when one of these 4 criteria are met (select the applicable resolution in the ""Resolution"" column of the spreadsheet):

1. Library is not included in a shippable product
2. Library has been updated to a version that no longer contains a vulnerability (record the new version in the ""Resolution Details"" column of the spreadsheet)
3. The vulnerability is confirmed to be Not Applicable (record the reason in the ""Resolution Details"" column of the spreadsheet)
4. We have an approved and documented mitigation plan in place (record the details of the plan in the ""Resolution Details"" column of the spreadsheet)

ALL LIBRARIES MUST BE RESOLVED PRIOR TO RELEASE 
"
Volt MX,Foundry AppScan Action Epic ,"Resolve high vulnerability issues reported by AppScan in the DesktopWeb 
 ","Report Attached 
"
Volt MX,Volt MX 9.2.36 - Release Deliverables ,"9.2.36 - Eng - Whitesource OSS scan 
 ","Final reports for Whitesource OSS scan readiness checkpoint. 
"
Volt MX,Cloud Jira GIT Access Management,"Access for Staging Environment 
 ","We need access for Staging environment for below members.
1. Kuldeep Rai - kuldeep.rai@hcl.com
2. Rishabh Barman - barmanr@hcl.com
3. Harshita Jha - harshitaj@hcl.com 
"
Volt MX,Appview T13 for Agniyar63,"Sanity test cloud preview on dev 
 ","Sanity test cloud preview on dev. 
"
Volt MX,"Resolve licenses for libraries with licenses listed as ""Requires Review""","Determine License for Unspecified Licenses in Mbaas 
 ","Feel free to update squad, sprint, and story points as needed in order to track the story.

Attached is a list of libraries in the repo that have dependencies with unspecified or suspected licenses.

Do the following for each library:

1. If the library is not in shipped code, there will be an N in column F. No additional information is necessary. If the library is in shipped code, there will be a Y in column F. Continue to step 2.
2. If the library is In-House, select Y in column G. If the library is not In-House, select N in column G and continue.
3. Determine the source of the library (i.e github repo/website the library was downloaded from). Input the source location in column I and continue.
4. Determine the license that the library falls under and fill it into column H.

Once these steps have been completed for each repo, please attach the completed spreadsheet to this issue, and @ mention Lauren Brown (https://jira01.hclpnp.com/secure/ViewProfile.jspa?name=lauren.brown%40hcl.com) in a comment when closing the issue. 
"
Volt MX,[develop] api wash - mbaas_sdk repo,"[prototype] mbaas_sdk repo - kony.sdk.init - backward compatibility 
 ","Validate backward compatibility for rebranded api of kony.sdk.init 
"
Volt MX,Resolve Medium Vulnerability Issues Reported by AppScan,"Resolve medium vulnerability issues reported by AppScan in the luavmiphone repo 
 ","Story to contain all Tasks for resolving medium vulnerability issues detected by AppScan in this repo. Note that not all tasks for this story have been created at this time.

The following link is to a spreadsheet containing all of the medium vulnerability fix groups for issues in this repo:

https://teams.microsoft.com/l/file/7BC6F408-6B64-4B3B-A231-28D60040B7ED?tenantId=189de737-c93a-4f5a-8b68-6f4ca9941912&fileType=xlsx&objectUrl=https%3A%2F%2Fhclo365.sharepoint.com%2Fsites%2FHCLLabsProjectPhoenix%2FShared%20Documents%2FCode%20Hygiene%2FAppScanResults%2FMedium%2Fluavmiphone_AppScanMediumVulnerablityFixGroups.xlsx&baseUrl=https%3A%2F%2Fhclo365.sharepoint.com%2Fsites%2FHCLLabsProjectPhoenix&serviceName=teams&threadId=19:65e2d1c5ef3443a6b4bf15d065de8ea0@thread.tacv2&groupId=8aaa5f03-5dda-4a3c-8390-8879883d06e9

For each fix group, the number of issues within the fix group is documented. Please note that fix groups with more than 50 issues have been broken up into groups of 50 or fewer issues.

Please follow the following process when working on these vulnerabilities:

1. Open the spreadsheet and find a fix group, (or a section of a fix group with many issues) and add your name to the ""Owner"" section.
2. Create any stories that are needed for the work, and add them to this epic. Add a link to the story in the ""Notes"" section of the spreadsheet.
3. When work is begun, select ""In Progress"" in the  ""Status"" column.
4. Refer to the attached AppScan report for specific information on the issues you have selected to work on.
5. Resolve each Medium severity issue in the fix group (or fix group subset). Any issues that are not Medium severity can be ignored at this time. Each issue can be considered resolved when one of these 4 criteria are met:

1.

a. Code where issue was identified is not included in a shippable product
b. Issue has been fixed
c. Issue is confirmed to be not applicable
d. We have an approved and documented mitigation plan in place

2. Be sure to track which of the 4 resolution criteria applies to each issue.
3. Once each issue is resolved, update the ""Status"" column in the spreadsheet to ""Ready for Test""
4. If all issues in the group have the same resolution, select the appropriate resolution in in the ""Resolution Column"" and any necessary details in the ""Resolution Details Column""
5. If the issues have different resolutions, select ""Mixed"" in the Resolution column. In the ""Resolution Details"" column, note where the specific resolution is documented for each issue (can be included in a jira ticket, or in a separate tab of the spreadsheet).

Note: DO NOT mark the status for any issues as ""Done"", regardless of the resolution type. This will be done by the Code Hygiene team once the issues have been appropriately marked and processed in AppScan. 
"
Volt MX,Volt MX 9.2: Foundry Design time: Latest 9.2 fix packs from Temenos to be washed & released,"Accounts/APIPortal: Run Unit Test post phx-dev merge and Nexus promotion  
 ","Accounts/APIPortal: Run Unit Test post phx-dev merge and Nexus promotion

Pre-requisites:

1. Merge phx-dev-9.2.x to phx-dev
2. Nexus Promotion

Expected:

1. Run UTs
2. Analyze failures 
"
Volt MX,[develop] api wash - konywebstudios repo,"Wash files relating to Notes functionality in Iris 
 ","Following files missed wash.

* preview/FPAssets/src/KPopupTemplates.js
* preview/FPAssets/src/KAnnotationsPopup.js 
"
Volt MX,Resolve libraries with Foundry Medium vulnerabilities from WhiteSource rescan,"Resolve libraries with medium vulnerabilities in the s3-foundry/features/auth repo 
 ","Note: This story can be broken down into tasks as needed to complete the work. Feel free to update squad, sprint, and story points as needed in order to track the story.

The following is a list of libraries in the repo that are marked by WhiteSource as having a medium vulnerability. Each library in this list needs to be investigated and resolved:

Unique Libraries to address- This tab contains unique libraries list, and Reference tab contains all the libraries with duplicates for mentioned repo.

https://teams.microsoft.com/l/file/8F34212E-4F7D-4134-B22A-BD8CE92119F3?tenantId=189de737-c93a-4f5a-8b68-6f4ca9941912&fileType=xlsx&objectUrl=https%3A%2F%2Fhclo365.sharepoint.com%2Fsites%2FHCLLabsProjectPhoenix%2FShared%20Documents%2FCode%20Hygiene%2FQ3-Code-Hygiene%2FInitial%20Scan%20Result%2FWhiteSource%2FExcel%20files%2FMedium%2Fs3-foundry_features_auth_medium_vulnerabilities.xlsx&baseUrl=https%3A%2F%2Fhclo365.sharepoint.com%2Fsites%2FHCLLabsProjectPhoenix&serviceName=teams&threadId=19:65e2d1c5ef3443a6b4bf15d065de8ea0@thread.tacv2&groupId=8aaa5f03-5dda-4a3c-8390-8879883d06e9

Note: libraries with a location that starts with .m2 are either external resources or libraries located in our maven artifactory. Additional research may be required to determine where these libraries are being pulled in. The ""mvn dependency:tree"" command may be helpful. This will list out the dependencies pulled in for a particular pom. For these libraries, please see the ""Notes"" column of the spreadsheet, which documents additional repos where these libraries are found. Please work with owners of the stories for those repos to ensure that no builds are broken by updating.

A library can be considered resolved when one of these 4 criteria are met (select the applicable resolution in the ""Resolution"" column of the spreadsheet):

1. Library is not included in a shippable product
2. Library has been updated to a version that no longer contains a vulnerability (record the new version in the ""Resolution Details"" column of the spreadsheet)
3. The vulnerability is confirmed to be Not Applicable (record the reason in the ""Resolution Details"" column of the spreadsheet)
4. We have an approved and documented mitigation plan in place (record the details of the plan in the ""Resolution Details"" column of the spreadsheet) 
"
Volt MX,Code Hygiene - Resolve Versions of Libraries with High Vulnerabilities,"Upgrade y18n-4.0.0.tgz to 5.0.5  - KonyIQ repo (HPHX-2227) 
 ","Upgrade y18n-4.0.0.tgz to 5.0.5

location

konyiq\iqserver\node_modules\nyc\node_modules\y18n\package.json 
"
Volt MX,Q2 - Image Rebranding,"Blocker : Availability of GIT related pages for image washing 
 ","GIT link which required washing as per HCL standards

https://github.com/kony/Kony-Engagement-Service-Demo-Visualizer 
"
Volt MX,Cloud Jira GIT Access Management,"Need access for J2cent7ci 
 ","Please provide the access for J2cent7CI machine. 
"
Volt MX,luavmandroid - validate api wash - Stargate Automation,"StargateAutomation test suite for the app - WTKAPIsF    
 ","Please perform Stargate automation for the WTKAPIsF application.

1. Consume the latest Android plugin from Jenkins.
2. In case, we have no binaries provided, generate the binaries on IRIS using above plugin.

Application source code is present at the location:  https://github01.hclpnp.com/phoenix-core/V9-Preview/tree/phx-dev/9.0

DOD:

1. Artifacts are APK file, TestNG screenshot, and Console logs.
2. If the test suite fails, raise a bug with the above artifacts.

As this is a repetitive task on the new plugin, whenever we are doing regression testing, clone this ticket into the desired sprint. 
"
Volt MX,[general] cross component activities,"all-wash (headers and api) iris and foundry - with phx-dev 
 ","By May 14, we need a build for iris/plugin/foundry installers ... with all api wash and header wash changes ... based on latest phx-dev branch. 
"
Volt MX,Resolve libraries with Foundry High vulnerabilities from WhiteSource rescan,"Resolve libraries with high vulnerabilities in the kms repo from rescan 
 ","Note: This story can be broken down into tasks as needed to complete the work. Feel free to update squad, sprint, and story points as needed in order to track the story.

The following is a list of libraries in the repo that are marked by WhiteSource as having a high vulnerability. Each library in this list needs to be investigated and resolved:

Unique Libraries to address- This tab contains unique libraries list, and Reference tab contains all the libraries with duplicates for mentioned repo.

https://teams.microsoft.com/l/file/7ACA1E15-0A62-4471-A3A4-DBDF00C67921?tenantId=189de737-c93a-4f5a-8b68-6f4ca9941912&fileType=xlsx&objectUrl=https%3A%2F%2Fhclo365.sharepoint.com%2Fsites%2FHCLLabsProjectPhoenix%2FShared%20Documents%2FCode%20Hygiene%2FQ3-Code-Hygiene%2FInitial%20Scan%20Result%2FWhiteSource%2FExcel%20files%2FHigh%2Fkms_High_vulnerabilities.xlsx&baseUrl=https%3A%2F%2Fhclo365.sharepoint.com%2Fsites%2FHCLLabsProjectPhoenix&serviceName=teams&threadId=19:65e2d1c5ef3443a6b4bf15d065de8ea0@thread.tacv2&groupId=8aaa5f03-5dda-4a3c-8390-8879883d06e9

Latest Scan Result

https://hclo365.sharepoint.com/:x:/r/sites/HCLLabsProjectPhoenix/Shared%20Documents/Code%20Hygiene/Q3-Code-Hygiene/Scan%20Result/WhiteSource/Excel%20files/High/kms_High_vulnerabilities.xlsx?d=w7aca1e150a624471a3a4dbdf00c67921&csf=1&web=1&e=9u7XF9

Note: libraries with a location that starts with .m2 are either external resources or libraries located in our maven artifactory. Additional research may be required to determine where these libraries are being pulled in. The ""mvn dependency:tree"" command may be helpful. This will list out the dependencies pulled in for a particular pom. For these libraries, please see the ""Notes"" column of the spreadsheet, which documents additional repos where these libraries are found. Please work with owners of the stories for those repos to ensure that no builds are broken by updating.

A library can be considered resolved when one of these 4 criteria are met (select the applicable resolution in the ""Resolution"" column of the spreadsheet):

1. Library is not included in a shippable product
2. Library has been updated to a version that no longer contains a vulnerability (record the new version in the ""Resolution Details"" column of the spreadsheet)
3. The vulnerability is confirmed to be Not Applicable (record the reason in the ""Resolution Details"" column of the spreadsheet)
4. We have an approved and documented mitigation plan in place (record the details of the plan in the ""Resolution Details"" column of the spreadsheet) 
"
Volt MX,Foundry e2e - Identify and setup e2e environments for dev testing,"[Foundry E2E] : Fix Metrics E2E automation job 
 ","[Foundry E2E] : Fix Metrics E2E automation job http://foundrytest1.fnxlabs.com:8080/job/MetricsE2E/ 
"
